id,bouquet,price,date,year,quarter,month,day,week,sender_city,sender_province,delivery_city,delivery_province
17529,tulips,40.00,2015-07-16,2015,3,7,16,29,Warszawa,Mazowieckie,Kalisz,Wielkopolskie
17530,mix,40.00,2015-07-16,2015,3,7,16,29,Chełm,Lubelskie,Krosno,Podkarpackie
17531,mix,40.00,2015-07-16,2015,3,7,16,29,Augustów,Podlaskie,Krosno,Podkarpackie
17532,roses,40.00,2015-07-16,2015,3,7,16,29,Warszawa,Mazowieckie,Wieliczka,Małopolskie
17533,mix,40.00,2015-07-16,2015,3,7,16,29,Tczew,Pomorskie,Przemyśl,Podkarpackie
17534,tulips,40.00,2015-07-16,2015,3,7,16,29,Nowy Sącz,Małopolskie,Giżycko,Warmińsko-Mazurskie
17535,mix,40.00,2015-07-16,2015,3,7,16,29,Opole,Opolskie,Ełk,Warmińsko-Mazurskie
17536,mix,40.00,2015-07-16,2015,3,7,16,29,Koszalin,Zachodniopomorskie,Augustów,Podlaskie
17537,roses,40.00,2015-07-17,2015,3,7,17,29,Płock,Mazowieckie,Nowy Sącz,Małopolskie
17538,roses,40.00,2015-07-17,2015,3,7,17,29,Radom,Mazowieckie,Wadowice,Małopolskie
17539,tulips,40.00,2015-07-17,2015,3,7,17,29,Elbląg,Warmińsko-Mazurskie,Nowy Targ,Małopolskie
17540,mix,40.00,2015-07-17,2015,3,7,17,29,Płock,Mazowieckie,Gdynia,Pomorskie
17541,roses,40.00,2015-07-17,2015,3,7,17,29,Łańcut,Podkarpackie,Opole,Opolskie
17542,roses,40.00,2015-07-17,2015,3,7,17,29,Poznań,Wielkopolskie,Kluczbork,Opolskie
17543,tulips,40.00,2015-07-17,2015,3,7,17,29,Wrocław,Dolnośląskie,Poznań,Wielkopolskie
17544,roses,40.00,2015-07-17,2015,3,7,17,29,Radom,Mazowieckie,Mielec,Podkarpackie
17545,tulips,40.00,2015-07-17,2015,3,7,17,29,Tczew,Pomorskie,Poznań,Wielkopolskie
17546,mix,40.00,2015-07-17,2015,3,7,17,29,Sopot,Pomorskie,Elbląg,Warmińsko-Mazurskie
17547,roses,40.00,2015-07-17,2015,3,7,17,29,Kolno,Podlaskie,Lublin,Lubelskie
17548,mix,40.00,2015-07-17,2015,3,7,17,29,Wieliczka,Małopolskie,Jelenia Góra,Dolnośląskie
17549,tulips,40.00,2015-07-17,2015,3,7,17,29,Słupsk,Pomorskie,Kielce,Świętokrzyskie
17550,mix,40.00,2015-07-17,2015,3,7,17,29,Katowice,Śląskie,Zielona Góra,Lubuskie
17551,roses,40.00,2015-07-17,2015,3,7,17,29,Łódź,Łódzkie,Głogów,Dolnośląskie
17552,tulips,40.00,2015-07-17,2015,3,7,17,29,Włocławek,Kujawsko-Pomorskie,Biała Podlaska,Lubelskie
17553,mix,40.00,2015-07-17,2015,3,7,17,29,Sandomierz,Świętokrzyskie,Częstochowa,Śląskie
17554,tulips,40.00,2015-07-18,2015,3,7,18,29,Zamość,Lubelskie,Kolno,Podlaskie
17555,mix,40.00,2015-07-18,2015,3,7,18,29,Lublin,Lubelskie,Rzeszów,Podkarpackie
17556,roses,40.00,2015-07-18,2015,3,7,18,29,Nowy Targ,Małopolskie,Warszawa,Mazowieckie
17557,tulips,40.00,2015-07-18,2015,3,7,18,29,Kluczbork,Opolskie,Częstochowa,Śląskie
17558,mix,40.00,2015-07-18,2015,3,7,18,29,Giżycko,Warmińsko-Mazurskie,Rzeszów,Podkarpackie
17559,tulips,40.00,2015-07-18,2015,3,7,18,29,Biała Podlaska,Lubelskie,Bydgoszcz,Kujawsko-Pomorskie
17560,tulips,40.00,2015-07-18,2015,3,7,18,29,Rzeszów,Podkarpackie,Wadowice,Małopolskie
17561,roses,40.00,2015-07-18,2015,3,7,18,29,Tarnów,Małopolskie,Częstochowa,Śląskie
17562,mix,40.00,2015-07-18,2015,3,7,18,29,Kraków,Małopolskie,Jelenia Góra,Dolnośląskie
17563,roses,40.00,2015-07-18,2015,3,7,18,29,Bielsko-Biała,Śląskie,Warszawa,Mazowieckie
17564,mix,40.00,2015-07-18,2015,3,7,18,29,Poznań,Wielkopolskie,Wadowice,Małopolskie
17565,tulips,40.00,2015-07-19,2015,3,7,19,29,Opole,Opolskie,Tczew,Pomorskie
17566,tulips,40.00,2015-07-19,2015,3,7,19,29,Kraków,Małopolskie,Lublin,Lubelskie
17567,tulips,40.00,2015-07-19,2015,3,7,19,29,Toruń,Kujawsko-Pomorskie,Jelenia Góra,Dolnośląskie
17568,roses,40.00,2015-07-19,2015,3,7,19,29,Bydgoszcz,Kujawsko-Pomorskie,Piła,Wielkopolskie
17569,mix,40.00,2015-07-19,2015,3,7,19,29,Białystok,Podlaskie,Warszawa,Mazowieckie
17570,mix,40.00,2015-07-19,2015,3,7,19,29,Suwałki,Podlaskie,Biała Podlaska,Lubelskie
17571,roses,40.00,2015-07-19,2015,3,7,19,29,Mielec,Podkarpackie,Giżycko,Warmińsko-Mazurskie
17572,tulips,40.00,2015-07-19,2015,3,7,19,29,Łódź,Łódzkie,Częstochowa,Śląskie
17573,tulips,40.00,2015-07-19,2015,3,7,19,29,Iława,Warmińsko-Mazurskie,Tarnów,Małopolskie
17574,tulips,40.00,2015-07-19,2015,3,7,19,29,Poznań,Wielkopolskie,Kalisz,Wielkopolskie
17575,roses,40.00,2015-07-19,2015,3,7,19,29,Łódź,Łódzkie,Poznań,Wielkopolskie
17576,roses,40.00,2015-07-20,2015,3,7,20,30,Gdańsk,Pomorskie,Warszawa,Mazowieckie
17577,tulips,40.00,2015-07-20,2015,3,7,20,30,Tczew,Pomorskie,Poznań,Wielkopolskie
17578,tulips,40.00,2015-07-20,2015,3,7,20,30,Krosno,Podkarpackie,Gdynia,Pomorskie
17579,tulips,40.00,2015-07-20,2015,3,7,20,30,Ełk,Warmińsko-Mazurskie,Łańcut,Podkarpackie
17580,mix,40.00,2015-07-20,2015,3,7,20,30,Poznań,Wielkopolskie,Wadowice,Małopolskie
17581,tulips,40.00,2015-07-20,2015,3,7,20,30,Wrocław,Dolnośląskie,Ełk,Warmińsko-Mazurskie
17582,tulips,40.00,2015-07-20,2015,3,7,20,30,Częstochowa,Śląskie,Jelenia Góra,Dolnośląskie
17583,roses,40.00,2015-07-20,2015,3,7,20,30,Gdańsk,Pomorskie,Jelenia Góra,Dolnośląskie
17584,roses,40.00,2015-07-20,2015,3,7,20,30,Tarnów,Małopolskie,Łódź,Łódzkie
17585,tulips,40.00,2015-07-20,2015,3,7,20,30,Chełm,Lubelskie,Sieradz,Łódzkie
17586,roses,40.00,2015-07-20,2015,3,7,20,30,Kluczbork,Opolskie,Poznań,Wielkopolskie
17587,roses,40.00,2015-07-20,2015,3,7,20,30,Augustów,Podlaskie,Gdańsk,Pomorskie
17588,roses,40.00,2015-07-20,2015,3,7,20,30,Żagań,Lubuskie,Malbork,Pomorskie
17589,tulips,40.00,2015-07-20,2015,3,7,20,30,Gdynia,Pomorskie,Opole,Opolskie
17590,mix,40.00,2015-07-20,2015,3,7,20,30,Sieradz,Łódzkie,Radom,Mazowieckie
17591,tulips,40.00,2015-07-20,2015,3,7,20,30,Giżycko,Warmińsko-Mazurskie,Gdańsk,Pomorskie
17592,tulips,40.00,2015-07-20,2015,3,7,20,30,Łańcut,Podkarpackie,Kraków,Małopolskie
17593,mix,40.00,2015-07-20,2015,3,7,20,30,Wrocław,Dolnośląskie,Wrocław,Dolnośląskie
17594,tulips,40.00,2015-07-21,2015,3,7,21,30,Rzeszów,Podkarpackie,Sieradz,Łódzkie
17595,mix,40.00,2015-07-21,2015,3,7,21,30,Opole,Opolskie,Sopot,Pomorskie
17596,tulips,40.00,2015-07-21,2015,3,7,21,30,Głogów,Dolnośląskie,Warszawa,Mazowieckie
17597,roses,40.00,2015-07-21,2015,3,7,21,30,Wadowice,Małopolskie,Iława,Warmińsko-Mazurskie
17598,tulips,40.00,2015-07-21,2015,3,7,21,30,Łańcut,Podkarpackie,Wieliczka,Małopolskie
17599,roses,40.00,2015-07-21,2015,3,7,21,30,Warszawa,Mazowieckie,Gorzów Wielkopolski,Lubuskie
17600,roses,40.00,2015-07-21,2015,3,7,21,30,Tczew,Pomorskie,Gryfice,Zachodniopomorskie
17601,roses,40.00,2015-07-21,2015,3,7,21,30,Wrocław,Dolnośląskie,Suwałki,Podlaskie
17602,tulips,40.00,2015-07-21,2015,3,7,21,30,Gniezno,Wielkopolskie,Warszawa,Mazowieckie
17603,roses,40.00,2015-07-21,2015,3,7,21,30,Radom,Mazowieckie,Wieliczka,Małopolskie
17604,tulips,40.00,2015-07-21,2015,3,7,21,30,Elbląg,Warmińsko-Mazurskie,Chełm,Lubelskie
17605,tulips,40.00,2015-07-21,2015,3,7,21,30,Kraków,Małopolskie,Poznań,Wielkopolskie
17606,mix,40.00,2015-07-21,2015,3,7,21,30,Gorzów Wielkopolski,Lubuskie,Kluczbork,Opolskie
17607,roses,40.00,2015-07-21,2015,3,7,21,30,Tczew,Pomorskie,Zamość,Lubelskie
17608,roses,40.00,2015-07-21,2015,3,7,21,30,Gryfice,Zachodniopomorskie,Warszawa,Mazowieckie
17609,roses,40.00,2015-07-22,2015,3,7,22,30,Giżycko,Warmińsko-Mazurskie,Elbląg,Warmińsko-Mazurskie
17610,roses,40.00,2015-07-22,2015,3,7,22,30,Kraków,Małopolskie,Elbląg,Warmińsko-Mazurskie
17611,tulips,40.00,2015-07-22,2015,3,7,22,30,Włocławek,Kujawsko-Pomorskie,Iława,Warmińsko-Mazurskie
17612,roses,40.00,2015-07-22,2015,3,7,22,30,Wrocław,Dolnośląskie,Kolno,Podlaskie
17613,mix,40.00,2015-07-22,2015,3,7,22,30,Głogów,Dolnośląskie,Katowice,Śląskie
17614,roses,40.00,2015-07-22,2015,3,7,22,30,Kraków,Małopolskie,Kraków,Małopolskie
17615,mix,40.00,2015-07-22,2015,3,7,22,30,Gdynia,Pomorskie,Elbląg,Warmińsko-Mazurskie
17616,roses,40.00,2015-07-22,2015,3,7,22,30,Mielec,Podkarpackie,Gniezno,Wielkopolskie
17617,tulips,40.00,2015-07-22,2015,3,7,22,30,Warszawa,Mazowieckie,Poznań,Wielkopolskie
17618,tulips,40.00,2015-07-22,2015,3,7,22,30,Gdańsk,Pomorskie,Wadowice,Małopolskie
17619,mix,40.00,2015-07-22,2015,3,7,22,30,Ełk,Warmińsko-Mazurskie,Ełk,Warmińsko-Mazurskie
17620,tulips,40.00,2015-07-22,2015,3,7,22,30,Piła,Wielkopolskie,Jelenia Góra,Dolnośląskie
17621,mix,40.00,2015-07-22,2015,3,7,22,30,Krosno,Podkarpackie,Zielona Góra,Lubuskie
17622,tulips,40.00,2015-07-22,2015,3,7,22,30,Kielce,Świętokrzyskie,Toruń,Kujawsko-Pomorskie
17623,roses,40.00,2015-07-22,2015,3,7,22,30,Warszawa,Mazowieckie,Rzeszów,Podkarpackie
17624,tulips,40.00,2015-07-22,2015,3,7,22,30,Krosno,Podkarpackie,Malbork,Pomorskie
17625,tulips,40.00,2015-07-22,2015,3,7,22,30,Żagań,Lubuskie,Warszawa,Mazowieckie
17626,tulips,40.00,2015-07-22,2015,3,7,22,30,Rzeszów,Podkarpackie,Słupsk,Pomorskie
17627,mix,40.00,2015-07-23,2015,3,7,23,30,Gdańsk,Pomorskie,Częstochowa,Śląskie
17628,roses,40.00,2015-07-23,2015,3,7,23,30,Giżycko,Warmińsko-Mazurskie,Radom,Mazowieckie
17629,roses,40.00,2015-07-23,2015,3,7,23,30,Kalisz,Wielkopolskie,Krosno,Podkarpackie
17630,tulips,40.00,2015-07-23,2015,3,7,23,30,Warszawa,Mazowieckie,Wrocław,Dolnośląskie
17631,roses,40.00,2015-07-23,2015,3,7,23,30,Gorzów Wielkopolski,Lubuskie,Bielsko-Biała,Śląskie
17632,roses,40.00,2015-07-23,2015,3,7,23,30,Warszawa,Mazowieckie,Sieradz,Łódzkie
17633,roses,40.00,2015-07-23,2015,3,7,23,30,Iława,Warmińsko-Mazurskie,Radom,Mazowieckie
17634,tulips,40.00,2015-07-23,2015,3,7,23,30,Mielec,Podkarpackie,Iława,Warmińsko-Mazurskie
17635,tulips,40.00,2015-07-23,2015,3,7,23,30,Tczew,Pomorskie,Krosno,Podkarpackie
17636,mix,40.00,2015-07-24,2015,3,7,24,30,Gdańsk,Pomorskie,Kraków,Małopolskie
17637,tulips,40.00,2015-07-24,2015,3,7,24,30,Iława,Warmińsko-Mazurskie,Słupsk,Pomorskie
17638,tulips,40.00,2015-07-24,2015,3,7,24,30,Piła,Wielkopolskie,Warszawa,Mazowieckie
17639,tulips,40.00,2015-07-24,2015,3,7,24,30,Lublin,Lubelskie,Poznań,Wielkopolskie
17640,roses,40.00,2015-07-24,2015,3,7,24,30,Piła,Wielkopolskie,Bielsko-Biała,Śląskie
17641,tulips,40.00,2015-07-24,2015,3,7,24,30,Gdańsk,Pomorskie,Kraków,Małopolskie
17642,tulips,40.00,2015-07-24,2015,3,7,24,30,Augustów,Podlaskie,Kalisz,Wielkopolskie
17643,tulips,40.00,2015-07-24,2015,3,7,24,30,Tarnów,Małopolskie,Głogów,Dolnośląskie
17644,tulips,40.00,2015-07-24,2015,3,7,24,30,Gdańsk,Pomorskie,Gryfice,Zachodniopomorskie
17645,roses,40.00,2015-07-24,2015,3,7,24,30,Gdynia,Pomorskie,Giżycko,Warmińsko-Mazurskie
17646,roses,40.00,2015-07-24,2015,3,7,24,30,Warszawa,Mazowieckie,Kluczbork,Opolskie
17647,mix,40.00,2015-07-24,2015,3,7,24,30,Nowy Targ,Małopolskie,Warszawa,Mazowieckie
17648,tulips,40.00,2015-07-24,2015,3,7,24,30,Bielsko-Biała,Śląskie,Głogów,Dolnośląskie
17649,mix,40.00,2015-07-24,2015,3,7,24,30,Koszalin,Zachodniopomorskie,Opole,Opolskie
17650,roses,40.00,2015-07-24,2015,3,7,24,30,Słupsk,Pomorskie,Elbląg,Warmińsko-Mazurskie
17651,roses,40.00,2015-07-25,2015,3,7,25,30,Kalisz,Wielkopolskie,Nowy Targ,Małopolskie
17652,mix,40.00,2015-07-25,2015,3,7,25,30,Warszawa,Mazowieckie,Augustów,Podlaskie
17653,tulips,40.00,2015-07-25,2015,3,7,25,30,Słupsk,Pomorskie,Krosno,Podkarpackie
17654,roses,40.00,2015-07-25,2015,3,7,25,30,Zgierz,Łódzkie,Zamość,Lubelskie
17655,mix,40.00,2015-07-25,2015,3,7,25,30,Koszalin,Zachodniopomorskie,Gdańsk,Pomorskie
17656,roses,40.00,2015-07-25,2015,3,7,25,30,Olsztyn,Warmińsko-Mazurskie,Gdańsk,Pomorskie
17657,mix,40.00,2015-07-25,2015,3,7,25,30,Kraków,Małopolskie,Toruń,Kujawsko-Pomorskie
17658,mix,40.00,2015-07-26,2015,3,7,26,30,Warszawa,Mazowieckie,Katowice,Śląskie
17659,tulips,40.00,2015-07-26,2015,3,7,26,30,Zielona Góra,Lubuskie,Warszawa,Mazowieckie
17660,mix,40.00,2015-07-26,2015,3,7,26,30,Tczew,Pomorskie,Opole,Opolskie
17661,roses,40.00,2015-07-26,2015,3,7,26,30,Gdańsk,Pomorskie,Przemyśl,Podkarpackie
17662,roses,40.00,2015-07-26,2015,3,7,26,30,Poznań,Wielkopolskie,Poznań,Wielkopolskie
17663,tulips,40.00,2015-07-26,2015,3,7,26,30,Kluczbork,Opolskie,Krosno,Podkarpackie
17664,roses,40.00,2015-07-26,2015,3,7,26,30,Lublin,Lubelskie,Poznań,Wielkopolskie
17665,mix,40.00,2015-07-26,2015,3,7,26,30,Toruń,Kujawsko-Pomorskie,Augustów,Podlaskie
17666,roses,40.00,2015-07-26,2015,3,7,26,30,Bielsko-Biała,Śląskie,Rzeszów,Podkarpackie
17667,mix,40.00,2015-07-26,2015,3,7,26,30,Toruń,Kujawsko-Pomorskie,Mielec,Podkarpackie
17668,roses,40.00,2015-07-26,2015,3,7,26,30,Płock,Mazowieckie,Kluczbork,Opolskie
17669,tulips,40.00,2015-07-26,2015,3,7,26,30,Wrocław,Dolnośląskie,Sandomierz,Świętokrzyskie
17670,tulips,40.00,2015-07-27,2015,3,7,27,31,Warszawa,Mazowieckie,Warszawa,Mazowieckie
17671,roses,40.00,2015-07-27,2015,3,7,27,31,Sandomierz,Świętokrzyskie,Nowy Targ,Małopolskie
17672,roses,40.00,2015-07-27,2015,3,7,27,31,Częstochowa,Śląskie,Nowy Targ,Małopolskie
17673,tulips,40.00,2015-07-27,2015,3,7,27,31,Kraków,Małopolskie,Kraków,Małopolskie
17674,tulips,40.00,2015-07-27,2015,3,7,27,31,Białystok,Podlaskie,Łódź,Łódzkie
17675,mix,40.00,2015-07-27,2015,3,7,27,31,Wieliczka,Małopolskie,Nowy Targ,Małopolskie
17676,mix,40.00,2015-07-27,2015,3,7,27,31,Warszawa,Mazowieckie,Bielsko-Biała,Śląskie
17677,tulips,40.00,2015-07-27,2015,3,7,27,31,Nowy Sącz,Małopolskie,Nowy Targ,Małopolskie
17678,tulips,40.00,2015-07-27,2015,3,7,27,31,Warszawa,Mazowieckie,Ełk,Warmińsko-Mazurskie
17679,tulips,40.00,2015-07-27,2015,3,7,27,31,Kraków,Małopolskie,Olsztyn,Warmińsko-Mazurskie
17680,roses,40.00,2015-07-28,2015,3,7,28,31,Włocławek,Kujawsko-Pomorskie,Lublin,Lubelskie
17681,tulips,40.00,2015-07-28,2015,3,7,28,31,Toruń,Kujawsko-Pomorskie,Gdynia,Pomorskie
17682,roses,40.00,2015-07-28,2015,3,7,28,31,Łańcut,Podkarpackie,Sieradz,Łódzkie
17683,tulips,40.00,2015-07-28,2015,3,7,28,31,Żagań,Lubuskie,Częstochowa,Śląskie
17684,mix,40.00,2015-07-28,2015,3,7,28,31,Gorzów Wielkopolski,Lubuskie,Lublin,Lubelskie
17685,roses,40.00,2015-07-28,2015,3,7,28,31,Zamość,Lubelskie,Zgierz,Łódzkie
17686,roses,40.00,2015-07-28,2015,3,7,28,31,Warszawa,Mazowieckie,Suwałki,Podlaskie
17687,tulips,40.00,2015-07-28,2015,3,7,28,31,Kolno,Podlaskie,Kraków,Małopolskie
17688,mix,40.00,2015-07-28,2015,3,7,28,31,Kalisz,Wielkopolskie,Kielce,Świętokrzyskie
17689,mix,40.00,2015-07-28,2015,3,7,28,31,Kraków,Małopolskie,Kraków,Małopolskie
17690,tulips,40.00,2015-07-28,2015,3,7,28,31,Gdańsk,Pomorskie,Poznań,Wielkopolskie
17691,mix,40.00,2015-07-28,2015,3,7,28,31,Warszawa,Mazowieckie,Olsztyn,Warmińsko-Mazurskie
17692,tulips,40.00,2015-07-28,2015,3,7,28,31,Olsztyn,Warmińsko-Mazurskie,Giżycko,Warmińsko-Mazurskie
17693,roses,40.00,2015-07-28,2015,3,7,28,31,Gdańsk,Pomorskie,Kalisz,Wielkopolskie
17694,tulips,40.00,2015-07-28,2015,3,7,28,31,Chełm,Lubelskie,Poznań,Wielkopolskie
17695,roses,40.00,2015-07-28,2015,3,7,28,31,Bydgoszcz,Kujawsko-Pomorskie,Kraków,Małopolskie
17696,mix,40.00,2015-07-28,2015,3,7,28,31,Wrocław,Dolnośląskie,Warszawa,Mazowieckie
17697,tulips,40.00,2015-07-28,2015,3,7,28,31,Malbork,Pomorskie,Augustów,Podlaskie
17698,tulips,40.00,2015-07-28,2015,3,7,28,31,Kalisz,Wielkopolskie,Rzeszów,Podkarpackie
17699,mix,40.00,2015-07-28,2015,3,7,28,31,Chełm,Lubelskie,Warszawa,Mazowieckie
17700,roses,40.00,2015-07-28,2015,3,7,28,31,Warszawa,Mazowieckie,Wadowice,Małopolskie
17701,tulips,40.00,2015-07-28,2015,3,7,28,31,Malbork,Pomorskie,Sieradz,Łódzkie
17702,tulips,40.00,2015-07-28,2015,3,7,28,31,Bielsko-Biała,Śląskie,Gorzów Wielkopolski,Lubuskie
17703,mix,40.00,2015-07-29,2015,3,7,29,31,Wieliczka,Małopolskie,Katowice,Śląskie
17704,roses,40.00,2015-07-29,2015,3,7,29,31,Warszawa,Mazowieckie,Poznań,Wielkopolskie
17705,mix,40.00,2015-07-29,2015,3,7,29,31,Gdańsk,Pomorskie,Lublin,Lubelskie
17706,mix,40.00,2015-07-29,2015,3,7,29,31,Chełm,Lubelskie,Opole,Opolskie
17707,roses,40.00,2015-07-29,2015,3,7,29,31,Sieradz,Łódzkie,Kluczbork,Opolskie
17708,tulips,40.00,2015-07-29,2015,3,7,29,31,Kraków,Małopolskie,Wieliczka,Małopolskie
17709,roses,40.00,2015-07-29,2015,3,7,29,31,Wrocław,Dolnośląskie,Elbląg,Warmińsko-Mazurskie
17710,tulips,40.00,2015-07-29,2015,3,7,29,31,Wieliczka,Małopolskie,Warszawa,Mazowieckie
17711,mix,40.00,2015-07-29,2015,3,7,29,31,Żagań,Lubuskie,Tczew,Pomorskie
17712,tulips,40.00,2015-07-29,2015,3,7,29,31,Gryfice,Zachodniopomorskie,Kraków,Małopolskie
17713,tulips,40.00,2015-07-29,2015,3,7,29,31,Gdańsk,Pomorskie,Tczew,Pomorskie
17714,tulips,40.00,2015-07-29,2015,3,7,29,31,Mielec,Podkarpackie,Warszawa,Mazowieckie
17715,roses,40.00,2015-07-29,2015,3,7,29,31,Płock,Mazowieckie,Wadowice,Małopolskie
17716,tulips,40.00,2015-07-29,2015,3,7,29,31,Wrocław,Dolnośląskie,Poznań,Wielkopolskie
17717,tulips,40.00,2015-07-29,2015,3,7,29,31,Gdańsk,Pomorskie,Słupsk,Pomorskie
17718,tulips,40.00,2015-07-29,2015,3,7,29,31,Zgierz,Łódzkie,Poznań,Wielkopolskie
17719,tulips,40.00,2015-07-30,2015,3,7,30,31,Krosno,Podkarpackie,Wadowice,Małopolskie
17720,tulips,40.00,2015-07-30,2015,3,7,30,31,Lublin,Lubelskie,Bydgoszcz,Kujawsko-Pomorskie
17721,tulips,40.00,2015-07-30,2015,3,7,30,31,Gdańsk,Pomorskie,Warszawa,Mazowieckie
17722,tulips,40.00,2015-07-30,2015,3,7,30,31,Poznań,Wielkopolskie,Gdańsk,Pomorskie
17723,roses,40.00,2015-07-30,2015,3,7,30,31,Łańcut,Podkarpackie,Wadowice,Małopolskie
17724,roses,40.00,2015-07-30,2015,3,7,30,31,Bydgoszcz,Kujawsko-Pomorskie,Sopot,Pomorskie
17725,tulips,40.00,2015-07-30,2015,3,7,30,31,Ełk,Warmińsko-Mazurskie,Warszawa,Mazowieckie
17726,roses,40.00,2015-07-30,2015,3,7,30,31,Częstochowa,Śląskie,Opole,Opolskie
17727,tulips,40.00,2015-07-30,2015,3,7,30,31,Gryfice,Zachodniopomorskie,Wrocław,Dolnośląskie
17728,mix,40.00,2015-07-30,2015,3,7,30,31,Lublin,Lubelskie,Kraków,Małopolskie
17729,mix,40.00,2015-07-30,2015,3,7,30,31,Koszalin,Zachodniopomorskie,Ełk,Warmińsko-Mazurskie
17730,roses,40.00,2015-07-30,2015,3,7,30,31,Olsztyn,Warmińsko-Mazurskie,Warszawa,Mazowieckie
17731,mix,40.00,2015-07-31,2015,3,7,31,31,Augustów,Podlaskie,Częstochowa,Śląskie
17732,roses,40.00,2015-07-31,2015,3,7,31,31,Katowice,Śląskie,Poznań,Wielkopolskie
17733,tulips,40.00,2015-07-31,2015,3,7,31,31,Wrocław,Dolnośląskie,Warszawa,Mazowieckie
17734,mix,40.00,2015-07-31,2015,3,7,31,31,Gdańsk,Pomorskie,Gdańsk,Pomorskie
17735,mix,40.00,2015-07-31,2015,3,7,31,31,Olsztyn,Warmińsko-Mazurskie,Gdańsk,Pomorskie
17736,tulips,40.00,2015-07-31,2015,3,7,31,31,Gdańsk,Pomorskie,Kluczbork,Opolskie
17737,roses,40.00,2015-07-31,2015,3,7,31,31,Gdynia,Pomorskie,Giżycko,Warmińsko-Mazurskie
17738,mix,40.00,2015-07-31,2015,3,7,31,31,Tarnów,Małopolskie,Płock,Mazowieckie
17739,mix,40.00,2015-07-31,2015,3,7,31,31,Warszawa,Mazowieckie,Olsztyn,Warmińsko-Mazurskie
17740,mix,40.00,2015-07-31,2015,3,7,31,31,Kraków,Małopolskie,Piła,Wielkopolskie
17741,roses,40.00,2015-08-01,2015,3,8,1,31,Wadowice,Małopolskie,Nowy Sącz,Małopolskie
17742,roses,40.00,2015-08-01,2015,3,8,1,31,Krosno,Podkarpackie,Malbork,Pomorskie
17743,tulips,40.00,2015-08-01,2015,3,8,1,31,Warszawa,Mazowieckie,Wrocław,Dolnośląskie
17744,roses,40.00,2015-08-01,2015,3,8,1,31,Warszawa,Mazowieckie,Nowy Targ,Małopolskie
17745,roses,40.00,2015-08-01,2015,3,8,1,31,Bydgoszcz,Kujawsko-Pomorskie,Rzeszów,Podkarpackie
17746,tulips,40.00,2015-08-01,2015,3,8,1,31,Gdańsk,Pomorskie,Łódź,Łódzkie
17747,mix,40.00,2015-08-01,2015,3,8,1,31,Ełk,Warmińsko-Mazurskie,Kraków,Małopolskie
17748,mix,40.00,2015-08-01,2015,3,8,1,31,Elbląg,Warmińsko-Mazurskie,Częstochowa,Śląskie
17749,mix,40.00,2015-08-01,2015,3,8,1,31,Wrocław,Dolnośląskie,Suwałki,Podlaskie
17750,roses,40.00,2015-08-01,2015,3,8,1,31,Poznań,Wielkopolskie,Wrocław,Dolnośląskie
17751,mix,40.00,2015-08-01,2015,3,8,1,31,Sopot,Pomorskie,Iława,Warmińsko-Mazurskie
17752,roses,40.00,2015-08-01,2015,3,8,1,31,Krosno,Podkarpackie,Kielce,Świętokrzyskie
17753,mix,40.00,2015-08-01,2015,3,8,1,31,Kraków,Małopolskie,Kraków,Małopolskie
17754,roses,40.00,2015-08-01,2015,3,8,1,31,Warszawa,Mazowieckie,Kielce,Świętokrzyskie
17755,roses,40.00,2015-08-01,2015,3,8,1,31,Gdańsk,Pomorskie,Łódź,Łódzkie
17756,tulips,40.00,2015-08-01,2015,3,8,1,31,Malbork,Pomorskie,Radom,Mazowieckie
17757,mix,40.00,2015-08-01,2015,3,8,1,31,Kraków,Małopolskie,Gdańsk,Pomorskie
17758,tulips,40.00,2015-08-02,2015,3,8,2,31,Poznań,Wielkopolskie,Wrocław,Dolnośląskie
17759,mix,40.00,2015-08-02,2015,3,8,2,31,Bielsko-Biała,Śląskie,Warszawa,Mazowieckie
17760,roses,40.00,2015-08-02,2015,3,8,2,31,Lublin,Lubelskie,Łódź,Łódzkie
17761,tulips,40.00,2015-08-02,2015,3,8,2,31,Żagań,Lubuskie,Warszawa,Mazowieckie
17762,roses,40.00,2015-08-02,2015,3,8,2,31,Giżycko,Warmińsko-Mazurskie,Wrocław,Dolnośląskie
17763,mix,40.00,2015-08-02,2015,3,8,2,31,Opole,Opolskie,Sandomierz,Świętokrzyskie
17764,roses,40.00,2015-08-02,2015,3,8,2,31,Głogów,Dolnośląskie,Lublin,Lubelskie
17765,tulips,40.00,2015-08-02,2015,3,8,2,31,Poznań,Wielkopolskie,Elbląg,Warmińsko-Mazurskie
17766,tulips,40.00,2015-08-02,2015,3,8,2,31,Słupsk,Pomorskie,Wadowice,Małopolskie
17767,roses,40.00,2015-08-02,2015,3,8,2,31,Wrocław,Dolnośląskie,Elbląg,Warmińsko-Mazurskie
17768,tulips,40.00,2015-08-02,2015,3,8,2,31,Warszawa,Mazowieckie,Giżycko,Warmińsko-Mazurskie
17769,mix,40.00,2015-08-03,2015,3,8,3,32,Malbork,Pomorskie,Kraków,Małopolskie
17770,mix,40.00,2015-08-03,2015,3,8,3,32,Wadowice,Małopolskie,Mielec,Podkarpackie
17771,tulips,40.00,2015-08-03,2015,3,8,3,32,Poznań,Wielkopolskie,Gdańsk,Pomorskie
17772,roses,40.00,2015-08-03,2015,3,8,3,32,Warszawa,Mazowieckie,Wrocław,Dolnośląskie
